title,overview,homepage
Narcopolis,"In the near future, Frank, a police officer, discovers that the legalization of all recreational drugs comes with a price.",http://junkfilm.com/
Ashby,"When new kid in town Ed Wallis is given an assignment to interview an older person, he turns to his mysterious neighbor, Ashby Holt for help.  That new connection leads to unexpected journeys for both of them, as Ashby – who turns out to be a retired CIA assassin – deals with a terminal prognosis, and Ed deals with adjusting to life with his newly single mom and developing relationship with a brainy classmate, Eloise.",https://www.bankside-films.com/screeners/ashby.html#
Ronaldo,"Filmed over 14 months with unprecedented access into the inner circle of the man and the sport, this is the first official and fully authorised film of one of the most celebrated figures in football.  For the first time ever, the world gets vividly candid and un-paralleled, behind-closed-doors access to the footballer, father, family-man and friend in this moving & fascinating documentary. Through in-depth conversations, state of the art football footage and never before seen archival footage, the film gives an astonishing insight into the sporting and personal life of triple Ballon D'Or winner Cristiano Ronaldo at the peak of his career.  From the makers of ‘Senna’ and ‘Amy’, Ronaldo takes audiences on an intimate and revealing journey of what it’s like to live as an iconic athlete in the eye of the storm.",http://www.ronaldothefilm.com
Svend,"For two years, director Anne Wivel and her camera followed her husband, the prominent Danish politician Svend Auken. The initial aim was to portray a modern, idealistic politician with great visions for the future. But during shooting, Auken contracted cancer, and the film became a portrayal of the politician, husband and father who feels his life is fading away, even if his work here is not yet finished.",http://www.facebook.com/filmensvend
"Liza, the Fox-Fairy","Liza's a nurse, seeking love. Her only company is a long-dead Japanese pop star, who turns her into a fox-fairy out of jealousy. Now, every men who desires Liza shall die horribly. Can she overcome the curse?",http://www.lizathefoxfairy.com/
Wonder Woman,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,http://www.warnerbros.com/wonder-woman
Sly Cooper,"Sly Cooper is a kinetic and comedic heist film that tells the story of Sly Cooper, an orphaned raccoon thief, along with his childhood friends and partners in crime, Bentley Turtle and Murray Hippo. In the film, Sly learns of his birth family's secret legacy; that he comes from a long line of talented and international thieves. Endowed with this knowledge, Sly and his friends are catapulted into a global adventure as they race to reassemble pieces of an ancient book holding The Cooper Clan's family secrets before it can fall into the hands of Clockwerk -- an evil Russian metallic owl bent on ending the Cooper family line. From romantic Parisian backdrops to the lush mountains of China, gritty film noir meets bright, colorful graphic novels in this origin story of the world's greatest thief-turned-hero.",http://www.slycoopermovie.com
Iron Sky: The Coming Race,"Twenty years after the events of Iron Sky, the former Nazi Moonbase has become the last refuge of mankind. Earth was devastated by a nuclear war, but buried deep under the wasteland lies a power that could save the last of humanity - or destroy it once and for all. The truth behind the creation of mankind will be revealed when an old enemy leads our heroes on an adventure into the Hollow Earth. To save humanity they must fight the Vril, an ancient shapeshifting reptilian race and their army of dinosaurs.",http://www.ironsky.net/
The Circle,"A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever.",http://wearethecircle.com/
Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",http://www.silencemovie.com/
The Lost Medallion: The Adventures of Billy Stone,A man who stops into a foster home to drop off some donations soon tells the kids a story about two teenage friends who uncover a long-lost medallion that transports them back in time.,http://www.thelostmedallion.com/
A Tale of Love and Darkness,A story about the childhood of Oz in Jerusalem and his youth in the Kibbutz during the British Mandate and the first days of the state of Israel. The plot describes the relationship between young Oz to his mother and his first steps as a writer.,http://www.focusfeatures.com/loveanddarkness
Blood of My Blood,A regular family living in the outskirts of Lisbon sees the serenity of their lives shaken beyond any remedy within a week.,http://filmesanguedomeusangue.blogs.sapo.pt/
Hyena Road,"Three different men, three different worlds, three different wars – all stand at the intersection of modern warfare – a murky world of fluid morality where all is not as it seems.",http://rhombusmedia.com/film/hyena-road/
Radical Grace,"Radical Grace follows three fearless nuns who risk their place in the Catholic Church to follow another higher calling: social justice. When the Vatican reprimands the sisters – citing their “radical feminism” – they become the spiritual and symbolic center of a battle for the heart of the Catholic Church. From their cross-country Nuns on the Bus tour, to serving those on the margins, to a continued struggle for women’s religious equality under Pope Francis, these sisters are transforming American politics — and the Church itself.",http://radicalgracefilm.com/
The Italian Key,"A romantic fairy tale about a 19-year old orphan girl who, as her sole inheritance, gets an antique key that unlocks both an old Italian villa and the secrets of her family history.",http://www.theitaliankey.com/
Iris,"IRIS pairs legendary 87-year-old documentarian Albert Maysles with Iris Apfel, the quick-witted, flamboyantly dressed 93-year-old style maven who has had an outsized presence on the New York fashion scene for decades. More than a fashion film, the documentary is a story about creativity and how, even in Iris’ dotage, a soaring free spirit continues to inspire. IRIS portrays a singular woman whose enthusiasm for fashion, art and people are life’s sustenance and reminds us that dressing, and indeed life, is nothing but an experiment.",http://www.magpictures.com/iris/
Where Hope Grows,"Calvin Campbell is a former professional baseball player sent to an early retirement due to his panic attacks at the plate. Even though he had all the talent for the big leagues, he struggles with the curveballs life has thrown him. Today, he mindlessly sleepwalks through his days and the challenge of raising his teenager daughter. His life is in a slow downward spiral when it is suddenly awakened and invigorated by the most unlikely person – Produce, a young-man with Down syndrome who works at the local grocery store.",http://wherehopegrowsmovie.com/
Ghost Writer,"John Vandermark (Cumming) has taken in a struggling writer, Sebastian St. Germain (Boreanaz), who overstays his welcome. When John discovers that Sebastian has simply been using him, he turns the tables on his young tenant in an effort to make him work off his rent debt. When Sebastian dies accidentally in the process, John tries to make it up to him by helping him get his book published posthumously. When the book is published, John can't help but take credit for the work of genius... and Sebastian comes back to haunt him.",http://www.sufferingmanscharity.com/
Numbered,"An estimated 400,000 people were tattooed with serial numbers at Auschwitz, of whom only a few thousand survive today. This intimate and visually rapturous documentary details the current lives of some of these survivors, their memories of the camps, and their relationships with the numbers. Numbered is an emotionally affecting portrait of memory and history, and their enduring presence in individual lives.",http://knowproductions.net/films_new/Numbered
Where to Invade Next,"Academy Award-winning director Michael Moore returns with what may be his most provocative and hilarious film yet: Moore tells the Pentagon to ""stand down"" — he will do the invading for America from now on.",http://wheretoinvadenext.com/
Karachi se Lahore,A road trip from Karachi to Lahore where 5 friends discover themselves and the country amidst getting to their destination.,https://www.epicbuzz.net/movies/karachi-se-lahore
Human,"A combination of first-person stories and exclusive aerial images, HUMAN is a unique documentary. This sensitive experience is an introspection into whom we are today as a community but also and most importantly as an individual. Through wars, inequalities, discriminations, HUMAN confronts us with the realities and the diversity of our human conditions. Beyond this darker side, testimonies show the empathy and the solidarities which we are capable of. All these contradictions are ours and HUMAN leads us to reflect about the future we wish to give to people and the planet today. Filmed in 60 countries during two years, HUMAN by Yann Arthus-Bertrand draws a portrait of nowaday’s Humanity.",http://www.human-themovie.org/
Eisenstein in Guanajuato,"In 1931, following the success of the film Battleship Potemkin, Soviet filmmaker Sergei Eisenstein travels to the city of Guanajuato, Mexico, to shoot a new film. Freshly rejected by Hollywood, Eisenstein soon falls under Mexico’s spell. Chaperoned by his guide Palomino Cañedo, the director opens up to his suppressed fears as he embraces a new world of sensual pleasures and possibilities that will shape the future of his art.",https://www.facebook.com/eisensteinguanajuato
Sleeping Giant,A coming-of-age tale that turns on three teenagers who are having a vacation by a lakeside.,http://www.sleepinggiantfilm.com/
Roukli,"Roukli is a film about about love, war and something else.  Estonian director Veiko Õunpuu (Autumn Ball, The Temptation of St. Tony, Free Range/Ballad on Approving of the World) made his new film Roukli without institutional financial support. The film was made through an experimental process of improvisation and financed through the Estonian crowdfunding platform Hooandja. According to Õunpuu, the reasons for turning to crowdfunding and improvisation for his new film were creative. “We find creative freedom in independence from institutional support,” Õunpuu said.",https://www.facebook.com/rouklitammik
L.A. Slasher,"Incensed by the tabloid culture which celebrates it, the L.A. Slasher publicly abducts a series of reality TV stars, while the media and general public in turn begin to question if society is better off without them. A biting, social satire about reality TV and the glorification of people who are famous for simply being famous, ""L.A. Slasher"" explores why it has become acceptable and even admirable for people to become influential and wealthy based on no merit or talent - purely through notoriety achieved through shameful behavior.",http://laslashermovie.com/
A Prayer for Rain,"Thirty years on from the 1984 Union Carbide plant malfunction, the consequences of which are tragically ongoing, A Prayer for Rain is the powerful and moving story of the Bhopal tragedy, one of the great corporate and environmental scandals of the last half-century. It dramatises the dependence of the local community on the chemical plant that will eventually cause catastrophe, and the series of oversights that led to an event that stands as a benchmark for corporate irresponsibility in the developing world.",http://www.bhopalmovie.com/
Coin Locker Girl,"A child abandoned in a subway coin locker is sold to a ruthless and calculating loan shark and gangster boss dubbed “Mother” (Kim Hye-soo), who runs an organ-harvesting ring in Incheon’s Chinatown. Named Il-Young (Kim Go-Eun), the baby girl grows into Mother’s loyal right-hand enforcer and is groomed to be her eventual successor. But when Il-Young’s loyalty to Mother wavers, the clash between the two unleashes a merciless tidal wave of blood-soaked retribution and strife.",http://chinatownfilm.co.kr
An Inspector Calls,A mysterious Inspector investigates the wealthy Birling family and their dinner guests following the suicide of a young woman.,http://www.dramarepublic.com/productions/an-inspector-calls/
The Adventures of Mickey Matson and the Copperhead Conspiracy,"When a mythical device from ancient times is rebuilt by a group of Confederates who feel the civil war never ended, Mickey Matson and his newfound friend, Sully, must follow a series of clues left by his dead grandfather to keep the evil men away from the three mystical objects that power the device. If he fails, it could mean not only the loss of his family's home, but maybe the demise of our country as we know it.",http://www.mickeymatson.com/
The Falls,"The Falls is a feature film about two missionaries that fall in love while on their mission. RJ travels to a small town in Oregon with Elder Merrill to serve their mission and teach the words of Joseph Smith. Living together and sharing the challenge of leaving home, the two men help each other discover their strengths. They share a passion for their faith and learn to express their feelings, risking the only community they have for a forbidden intimacy.",http://www.thefallsmovie.net/01/index.php
"Hail, Caesar!","Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",http://www.hailcaesar-film.com/ww/
Cayman Went,"Cayman Went is the story of Josh Anders, a fading Hollywood underwater action star whose life takes on new meaning when he's forced to spend time with the eccentric, endearing inhabitants of Cayman Brac and their local dive community.",http://www.caymanwent.com
The Victim,"Annie's (Jennifer Blanc) life is in jeopardy after she's witnessed the horrific rape and murder of her closest friend. Fleeing from two attackers (Ryan Honey, Denny Kirkwood) she stumbles across kyle (Michael Biehn), a recluse living in the middle of the woods. Kyle finds the stillness of the woods comforting. The ruggedly handsome loner stays far from civilization - that is - until a single knock on his door throws his solitary life into chaos. Two worlds collide in this psychological thriller that will make you question your trust in mankind.",http://grindhousethevictim.com/
Salad Days,"'Salad Days' is an insightful documentary film that examines the Washington, DC punk scene from the early 1980s to the decade's end. The city played an integral part in shaping the alternative music explosion of the 1990s and its impact on popular culture continues today.",http://saladdaysdc.com/
Saint Young Men,"Jesus Christ and Gautama Buddha, the founders of Christianity and Buddhism, are living together as roommates in a Tokyo apartment while taking a vacation on Earth. The comedy often involves jokes about Christianity, Buddhism, and all things related, as well as the main characters' attempts to hide their identities and understand modern society in Japan.",http://www.saint023.com
McHale's Navy Joins the Air Force,The crew of PT-73 are in trouble again when Ensign Parker is mistaken for a pilot and gets shanghied into the Air Force.,http://www.imdb.com/title/tt0059437/
The Decline of Western Civilization Part III,"The Decline of Western Civilization III is a 1998 documentary film directed by Penelope Spheeris that chronicles the gutter punk lifestyle of homeless teenagers. It is the third film of a trilogy by Spheeris depicting life in Los Angeles at various points in time. The first film dealt with the punk rock scene during 1980-1981. The second film covers the Los Angeles heavy metal movement of 1986-1988. The film involves hardcore street punks called ""gutter punks"" who take the anti-establishment message with extreme seriousness, and tune out society completely. Spheeris talks to homeless teenagers living on the street or squatting in abandoned buildings in Los Angeles, as well as an unstable mother, Los Angeles Police Department officer Gary Fredo, and a paralyzed youth living on a disability.",http://www.declinemovies.com/
Secrets of a Psychopath,Two siblings lure unsuspecting victims to their house through a dating site for games and slaughter.,https://www.facebook.com/SecretsOfAPsychopathMovie
Live from New York!,"Saturday Night Live has been reflecting and influencing life in the United States for forty years. LIVE FROM NEW YORK! goes deep inside this television phenomenon exploring the laughter that pulses through American politics, tragedy, and pop culture.",http://www.livefromnewyorkmovie.com
Call Me Lucky,"An inspiring, triumphant and wickedly funny portrait of one of comedy’s most enigmatic and important figures, CALL ME LUCKY tells the story of Barry Crimmins, a beer-swilling, politically outspoken and whip-smart comic whose efforts in the 70s and 80s fostered the talents of the next generation of standup comedians. But beneath Crimmins’ gruff, hard-drinking, curmudgeonly persona lay an undercurrent of rage stemming from his long-suppressed and horrific abuse as a child – a rage that eventually found its way out of the comedy clubs and television shows and into the political arena.",http://www.callmeluckymovie.com/
Billy Elliot: The Musical,A talented young dancer has to learn to fight for his dream despite social and parental disapproval.,http://billyelliotthemusical.com/live-in-cinemas/
Ready? OK!,"When 10-year-old Joshua (Lurie Poston) decides to join the cheerleading squad at his Catholic school, he faces an uphill battle -- and opposition from his single mom, Andy (Carrie Preston), who struggles to understand her Hollywood musical- and pom-pom-loving son. With the help of sympathetic neighbor Charlie (Michael Emerson), Andy attempts to embrace her son for who he is, not who she wants him to be. James Vasquez directs this touching comedy.",http://www.readyokmovie.com/
Honeyspider,"It's Halloween day in 1989 and college student Jackie Blue wants to enjoy a quiet birthday in the midst of a chaotic semester at school. Her friend Amber has other ideas and persuades Jackie to come to the annual Halloween party on campus after her shift at the local movie theater. As the night unfolds, it becomes apparent that Jackie will get more excitement than she bargained for on her birthday this year.",http://honeyspidermovie.com
TimeScapes,"TimeScapes is the debut film from award-winning cinematographer and director Tom Lowe. The film features stunning slow-motion and timelapse cinematography of the landscapes, people, and wildlife of the American South West. Lowe spent 2 years roaming the Southwest in his Toyota pickup truck shooting the film.",http://timescapes.org
Deep Dark,"Fantasy - A failed sculptor discovers a strange, talking hole in the wall. It has the power to fulfill his wildest dreams...and become his worst nightmare. -  Mary McDonald-Lewis, Don Alder, Sean McGrath",http://deepdarkmovie.com
The Blackcoat's Daughter,"In the dead of winter, Kat and Rose, two very different girls, find themselves spending winter break at their prestigious prep school. What they don't know is that Kat is being stalked by an evil entity, and their lives are about to change forever. Meanwhile, Joan, a young, troubled woman, makes her way across a frozen landscape towards the school. But why?",https://a24films.com/films/the-blackcoats-daughter
Hacker's Game,"A love story between two hackers, Soyan and Loise. Like many other hackers, Soyan works for a company he previously hacked.",http://www.hackersgamefilm.com
Reboot,"Set within a dystopian world that is a collision between technology and humanity, ""Reboot"" touches upon many of the current social and political concerns that arise from becoming more and more intertwined with the virtual.  In contemporary Los Angeles, a young female hacker (Stat) awakens from unconsciousness to find an iPhone glued to her hand and a mysterious countdown ticking away on the display. Suffering from head trauma, and with little recollection of who she is or what is happening, Stat races against time to figure out what the code means, and what unknown event the pending zero-hour will bring.",http://rebootfilm.com
The Cost of Love,"Dale is an attractive, hard-as-nails gay male escort in Greenwich, London. He specialises in fulfilling sexual fantasies - dressing up as a schoolboy, BDSM, you name it, he's done it, yet his own dreams of a happy ending are complicated when straight best friend and childhood crush Raj announces his forthcoming marriage. Meanwhile, a spate of gay hate crimes are being reported on the local heath...",http://www.thecostoflove.com/
Bicycle Dreams,"They are seekers, madmen, and angels hell-bent on riding across America on a bicycle in less than ten days. But what begins as the adventure of a lifetime is transformed in an instant when tragedy strikes the race. These voyagers discover what is truly at stake as they pedal on, praying for the deliverance only the finish line can bring. By journey's end, some are saved, others are lost, but all learn that the fuel that takes a soul toward its own true destiny is desire.",http://www.bicycledreamsmovie.com/
Bros Before Hos,"Because of a bad marriage of their parents, two brothers Jules and Max made a pact never to get into a relationship with a woman. Therefore, they live a party-life in which they sleep with a different girl every day. However this changes when Jules starts to date Anna and Max falls in love with her. Can their bromance overcome this love triangle.",http://www.brosbeforehosdefilm.nl/
Baskin,Feature length version of the 2013 Turkish short film about police making a horrifying discovery in an apartment building.,http://www.baskinthemovie.com/
Patch Town,"Patch Town, inspired by the award-winning short film of the same name.  After years in a loving home, Jon, a toy, was forgotten, deserted and ultimately betrayed by his adoptive mother. He returns to live a sad life as a worker on the line; a life of factory work and oppression in a place where hundreds of cabbage babies are born every day. The thankless task of shucking, picking, and processing these newborns to go out into the world and to their new mothers has taken its toll on Jon. With each new birth, Jon slips deeper into sadness, lamenting the days when life was good and he was loved.",http://patchtown-themovie.com
ABE,A short film about a robot programmed for love who wants to fix the humans who do not love him back.,http://www.abemovie.com/
Mediastan,"A small group of Wikileaks journalists make their way through Central Asia interviewing newspaper editors. Their real goal: to find local media outlets to publish secret US diplomatic cables. This intelligent, guerrilla-style doc follows their fascinating journey from Afghanistan to Manhattan, through the boundaries of free speech and the minds of those who shape our understanding of the world.",http://wikileaks.org/Press-Release-WikiLeaks-Releases.html
Preggoland,A 35-year-old woman fakes being pregnant to fit in with her friends.,http://www.mongrelmedia.com/film/preggoland.aspx
A Better Tomorrow,A Korean remake of the John Woo Classic. One brother is a criminal. One brother is a cop. Both will fight to the death.,http://www.go-together.co.kr/
Animal,"When plans for a weekend vacation hit a dead end, a group of close-knit friends find themselves stranded in unfamiliar territory, pursued by a menacing predator. Holed up in an isolated cabin, tensions mount as long-buried secrets are revealed. As the body count rises, the group must put their differences aside and fight for survival.",http://donotfeedtheanimal.com/
Battlefield Heroes,"This story unfolds 8 years after 'Battle of Hwangsanbeol', which destroyed Baekjae, when Silla-Tang Dynasty union attacks Goguryeo.",http://comic-battle.co.kr/
Officer of the Year,"Nearby Seoul police stations Mapo and Seodaemun are compared to each other, consequently competition is fierce. A troubling case then occurs causing both stations to work together which stirs the pot even more.",http://www.king2011.co.kr/
Once a Gangster,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",http://www.mediaasia.com/onceagangster
Kotsutsubo,"Eri (Matsubara) is a high school student who is anonymous unlike her friend Mitsuko (Yokoyama) who is the target of amorous advances from their teacher, Ichida (Tsubouchi). Eri comes across a novel way to protect Mitsuko: find a cursed funerary urn that contains ashes reputed to cause death and give said ashes to teacher.",http://manchikan.com/kotsutsubo/
Countdown,"Tae Gun-ho (Jung) is the best collection agent in his firm, admired by his colleagues and dreaded by those he visits. He’s known for gathering his debts by any means necessary, and keeps a cattle prod handy while on the job. Following a series of unexpected fainting spells, Tae is told by a doctor that he has liver cancer, and would need a transplant to have any chance of surviving beyond three months. And so he puts his professional skills to work, setting out to collect a different sort of debt by tracking down the recipients of organs donated by his late son. First among his sources for a liver is Cha Ha-yeon (Jeon), a beguiling fraudster with a long list of enemies.",http://www.countdown2011.co.kr/
Under the Mountain,Teenage twins battle dark forces hidden beneath Auckland's volcanoes.,http://www.underthemountain.co.nz/
The Wrath Of Vajra,"In the 1930s , a Japanese cult called The Temple of Hades was ordered to cooperate with the Japanese military to destroy China. They buy so many  young children from poor family , who will be trained as a lethal killing machine and serve the Empire of Japan. One of them is Vajra , who was forced by his captors to fight for the food , and accidentally causing the death of his brother. Several years later , Vajra grown up and become one of the biggest killer in the Hades sect. Vajra escapes to China and joins Shaolin , where he receives spiritual enlightenment and determined to support China against Japan.",https://www.facebook.com/WrathOfVajraMovie
The Unjust,"A series of murders holds the nation in its sway and the longer the police fail to catch the murderer, the more the public begins to panic. Choi, a highly successful investigator whose methods have always held him back from promotion, senses that this case might be his last chance to make something of his career. He and his old mentor Jang agree to arrest the next best suspect as the serial killer – whatever it might cost. Just when it looks as if all the dirty tricks, dark deeds and treacherous secret deals are about to be exposed, all the stakeholders find themselves drawn deeper into the morass of questionable morals and open violation of the law. The search for the murderer begins to unite the four men, even though none are particularly interested in finding the culprit.",http://www.baddeal2010.co.kr/
Triple Tap,"Champion competitive marksman Ken comes across an armored van robbery. He sees a policeman held hostage and shoots and kills four of the robbers. One of the robbers escapes and the policeman survives. The case is handled by Jerry Chang, whom Ken knows from having recently beaten him in a shooting match. Ken is found not guilty in court. Soon after, Ken is attacked by the escaped robber Pang Tao. Their confrontation reveals a very different background story and brings about a myriad of lies and traps and changes in relationships as Jerry and Ken try to outsmart each other.",http://qwzw.ent.sina.com.cn/
The White Storm,"An operation against the notorious druglord in Thailand changed the destiny of a HK narcotic team- the workaholic captain lost his men and bright career; the loyal officer was abandoned and went missing; the undercover cop who was salvaged chose to walk away from the past. Several years later, a drug dealing-related crime brought them together for a final face-off.",https://www.facebook.com/projectbc13.metamorphosis
The Gifted Hands,"Touch it and you can see the past! A little girl is kidnapped and murdered in the jurisdiction of gangbuster detective Yang Chun-dong (Kim Kang-woo), 3 years on the job. During the case, he realizes the crime scene is the same as the mysterious wall paper he saw once on the street and starts tracking down Joon (Kim Beom) who drew it.  Just then, he is arrested but Chun-dong realizes that Joon had the 'psycho-metry' ability to see the past by touching someone or something with his right hand. He'd lived his life alone blaming himself for his ability but had been drawing clues to crimes with it. However, he becomes a suspect for the murder case.  Chun-dong uses Joon's power to track down the real criminal as he believes Joon is the only witness to the case. Will the case be solved?",http://psychometry2013.interest.me/
Jim Jefferies: Contraband,"Last year’s critically acclaimed show ‘30’ sold out every night at the Edinburgh Festival and his UK and US tours. From those tours, Jeffries, the controversial Aussie stand-up, brings you his debut DVD, Contraband Live.Succeeding with jokes that most comedians wouldn't touch, and an ability to both charm and offend the crowd in equal measure, Jim is regarded as one of comedy’s fastest rising young stars. His brash confrontational style has made him one of the most sought after comics on the world stage, appearing on numerous TV shows and performing at all the major comedy and music festivals across Europe and the US. He has hosted the NME Awards in LA and narrowly avoided being bombed whilst performing to the troops in Iraq.",http://www.jim-jeffries.com/
When Night Falls,A Thriller set in 1932 about two nurses trapped in a country mansion with their invalid patient whilst a killer is on the loose. A series of unexplainable events start to occur and the nurses begin to wonder if they are no longer alone.,http://www.whennightfalls.co.nz
Turning Point,"Laughing (MICHAEL TSE) is formally a police undercover. However due to a drug trafficking case, Inspector Pan (FELIX WONG) is hot on his trails. Before Laughing becomes a police undercover, he works under triad leader Yi (ANTHONY WONG). Yi treats Laughing as his own brother, however to protect his territory and illegal businesses, Yi instructed Laughing to join the police force and act as his undercover. Laughing is a high-flyer in the police academy. However he never got a chance to join the force because he is specially picked by Inspector Xian (YUEN BIAO) to be an undercover in the underworld syndicate. Hence Laughing becomes a “double-undercover”. Yi is happy that Laughing is allocated to the triad of his rival (FRANCIS NG). To make his situation worse, Laughing falls in love with the triad leader’s sister, Karen. Justice, brotherhood and love, what will Laughing decide on? His decision will be a turning point in his life.",http://b.tvb.com/laughing/
Hindsight,"Retired mob boss Du-heon enrolls in a cooking class with the hopes of making a fresh start as a restaurant owner. In the class he meets a quirky girl, Se-bin, and finds himself drawn to her. Despite his determination to wipe the slate clean, Du-heon is summoned back into the criminal fold by his old colleagues.",http://www.bluesalt2011.co.kr/
Deranged,"Jae-hyuk is a pharmaceutical worker for a medical supplies company. When a series of dead bodies are found floating in the Han River. The public is shocked to discovered that the deaths are related to a fatal outbreak of virus-infected mutant parasitic horsehair worms, called 'Yeongasi', that can control the human brain. Those infected shows symptoms of hunger and thirst, hence jumps into the river to combat dehydration. Whilst the authorities work to find a cure, Jae-hyuk struggles to save his family when they also exhibits similar symptoms.",http://yeongasi2012.interest.me/
The Devil's Path,"Death-row inmate Sudo (Pierre Taki) sends a letter to magazine reporter Fujii (Takayuki Yamada). In his letter, he states that a man named Kimura (Lily Franky), also known as ""teacher,"" committed numerous murders for insurance money. While checking out the story, based on Sudo's tip, Fuji becomes convinced that the letter is correct. But, a lot of time has passed from the incidents and Sudo's testimony isn't clear. Due to the persistance of Sudo, who is a former yakuza, and Fuji, the police begin to move.",http://www.kyouaku.com/
The Cat,"An unlikely protagonist slinks around in “The Cat,” which follows So-yeon, a pet groomer who suffers from claustrophobia stemming from a childhood experience. One day, one of So-yeon’s customers dies on the elevator, leaving her cat Bi-dan behind. The mystery of who killed the woman on the elevator is unknown, and the cat is the only witness. As the police begin their investigation, they ask So-yeon to take care of Bi-dan. But something strange happens to So-yeon from the day she brings Bi-dan home. So-yeon starts having nightmares in which she sees a little girl who keeps coming back to haunt her dreams. Afraid and unsure of what this might mean, So-yeon starts investigating the mystery of the cat and the death of its owner when her closest friend, who has also recently gotten a cat, dies.",http://www.thecat2011.co.kr/
R2B: Return to Base,"After he performs a dangerous dare-devil stunt at an air show, South Korean Air Force pilot Tae-hun is kicked out of the elite Black Eagles flying team and transferred to a combat unit where he immediately comes into conflict with ace pilot Cheol-hui. He makes friends with the other pilots in the unit and falls in love with the beautiful Se-young, who is in charge of maintenance, but his antics soon cause the entire unit to be suspended from duty. When a North Korean MIG fighter threatens, the group is called back into a gripping dogfight that leaves one comrade dead and another missing. Cheol-hui and Tae-hun join forces to rescue their missing friend and prevent a catastrophic war.",http://www.r2b-2012.co.kr/
Cruel Winter Blues,"Jae-Mun is a seasoned veteran of the gang. Although a physically imposing black belt in Taekwondo, Chi-Guk is a soft-spoken newcomer to gang life, who is quietly offended by Jae-Mun's arbitrary and random acts of cruelty and rudeness against him and others. They travel to a remote town to perform an assassination of rival gangster Dae-Sik, who was responsible for the death of a friend of Jae-Mun.",http://www.hotblood.co.kr/
Coming Soon,What kind of scenes in a horror film scares you the most? When a ghost appears totally unexpectedly? When the main character does not see the ghost sneaking up behind him? When at the very end you find out that the main character was actually a ghost all along? But none of this compares to the feeling of arriving home alone and suddenly being stuck by a feeling of deja-vu.,http://www.comingsoonmovie-th.com/
The Client,Elite attorney Kang Seong-Hee goes up against a top prosecutor over a case involving a man accused of killing his wife.,http://www.client2011.co.kr/
Quick,"Gi-soo, Myeong-sik and Ah-rom were members of the same notorious motorcycle gang. They enjoyed their days roaming the streets recklessly on the motorcycles. Now, Gi-soo works as a motorcycle delivery man, Myeong-sik is a motorcycle cop and Ah-rom is a pop idol singer. One day, Gi-soo has Ah-rom riding on the back of his motorcycle as he makes a delivery. To his surprise the delivery package explodes. Gi-soo's cellphone rings and he hears a voice telling him that their is another bomb planted in his helmet which Ah-rom is wearing. Gi-soo is ordered to take another delivery. If the delivery is late or he attempts to run away the helmet will explode.",http://www.quick2011.co.kr/
Runaway,"Michael Adler has run away from his suburban home with his little brother Dylan. Hiding out in a quiet, rural town, Michael's convinced he can make a better life for both of them. While Dylan stays holed up in a cheap motel all day, Michael works at a convenience store where everything starts to come together for him. But as Michael falls in love with his beautiful co-worker, Carly, his past begin",http://www.facebook.com/pages/RUNAWAY/137297197999?ref=sgm
Sky High,"A serial-murderer is on the loose who just so happens to also be removing the hearts of his victims and taking them with him. His victims however, are not merely random humans as thought by the police. They are in fact, the past and present guardians of the gateway of the afterlife.On the day he is to be married, Detective Kanzaki, who happens to be on the case, discovers that his fiancé Mina has been murdered with her heart also missing. He also learns that the killers are Kudo, a geneticist, and his evil secretary Rei. The two are trying to obtain six hearts from the guardians so that they may call forth a horde of demons from the Gate of Rage and have their every desire granted. Only problem is, once they open the gate the entire world will be covered in darkness.",http://www.tv-asahi.co.jp/skyhigh-movie/
Platinum Data,"Set in the year 2017, the Japanese government attempts to secretly control the DNA of its people.",http://www.platinadata.jp/
Running Man,"Jong-Woo (played by Sin Ha-gyoon) is a poor, beleagured taxi driver with a bad attitude, understandable given the kind of clients he has to deal with. So when one night, a polite, well-dressed man offers an outrageous sum of money to rent the taxi for an extended period, Jong Woo doesn't ask any questions, though he does make rather cheerful and inappropriate conversation with his uninterested charge. It's difficult to blame Jong-Woo for this, given that it takes him some time to realize that he is not the protagonist of a low-brow comedy, but of an action-packed thriller.",https://www.facebook.com/runningman2013.kr
